Taxa	Abl	Bbl	Cbl	Dbl	Ebl	Fbl	Gbl	Hbl	Ibl	Jbl	Kbl	Mbl	Obl	Pbl	Qbl	Rbl	Sbl	Tbl	Ubl	Vbl	Wbl	Xbl
OTU_1083	0.002426278	0.000309368	0.000407387	0	0.00011554	0.001310289	0.000418485	5.99E-05	0	0.000951596	0.000243279	0.000561167	0	0.000234742	5.95E-05	0.000128041	6.72E-05	0.00131359	0.000729395	0	0.000377145	0
OTU_1141	0.002986189	0.006001732	0.004413362	0	0.00011554	0.001871841	5.98E-05	0.000658722	0.002677813	0.001522553	0.00018246	0.003016274	0.00343682	0.001525822	0.000833383	0.001536492	0.00315839	0.003642226	6.08E-05	0.002852652	0.004997171	0.007048244
OTU_794	0.007278835	0.001299344	0.001969039	0	0.00017331	0.012541336	0	0.001018025	0.003526876	0.005963332	0.002797713	0.001964085	0.001145607	0.002053991	0.000297637	0.002816901	0.002217593	0.007463578	0	0.003609478	0.017254384	0.007352048
OTU_198	0	0.000309368	0	0	5.78E-05	0	5.98E-05	0	0.0005225	0	0	0	0	0.000410798	0	0.000128041	0	0	0	0	0	0
OTU_1104	0.006532288	0	0	0.000176149	5.78E-05	0	0	0	0.000195938	0	0	0.000140292	0.000400962	0	0	0	6.72E-05	0	0.001701921	0	0.000660004	6.08E-05
OTU_107	0	0.000742482	0	0	0.001097631	0	5.98E-05	0	0	0	0.000851478	0.002244669	0	0.000469484	0.007381392	0.000640205	0	0.003582517	0	0	0	0.003159558
OTU_201	0	0.000556862	0.000203694	0.000117433	0	6.24E-05	0	0	0	0.000126879	6.08E-05	7.01E-05	0	0.000528169	0	0.000384123	0	0	0	0	0.000565718	0
OTU_49	0.044481772	0	0	0	0	6.24E-05	0	0	6.53E-05	0	0	0.049873737	0	0	0	6.40E-05	0	0	0	0.00023287	0	0.003888686
OTU_295	0.00410601	0.000309368	0	0	0.00011554	0	0	0	0	0.000824716	0	0	0	0	0	0	0	0	0	0.000523956	0	0
OTU_362	0.001119821	0.006063606	0.002308528	0.002466091	0.009243212	0.006052287	0.011358881	0.024372717	0.000979688	0.000317199	0.000486559	0.001332772	0.009222133	0.009507042	0.000833383	0.002944942	0.004099187	0.000179126	0.005774374	0.00244513	0.000660004	0.002855754
OTU_466	0	0	0	0	0	0	0	0	0	0	0	0.000771605	0	0	0	0	0	0	0	0	0	0
OTU_17	0	0.004949882	0	0	0	0.001622262	0	0.035990179	0	0	0	0	0	0.011032864	0	0	0.011020765	0.000119417	0.000121566	0	0.001791439	0
OTU_913	0	0.001979953	0	5.87E-05	0.002599653	0.000499158	5.98E-05	0.003113959	0.001763438	0.000697837	0.000547379	0.001122334	0.001489289	0.001584507	0.00291684	0.000256082	0.002553592	0	0.000668612	0.000349304	0	0.000729129
OTU_151	0.000186637	0.000371241	0	0.00082203	0.00028885	0	0	0	0	0.000253759	0	0	0.000859205	0	0	0.000768246	0	5.97E-05	0	0.000174652	0.000942863	0
OTU_85	0.001804156	0	0.000135796	0	0.000462161	0	0	0.000598838	0	0	0	0.002314815	0	0.000528169	0.001369129	0.007810499	0	0.000477669	0	0.000582174	0.000377145	0.000486086
OTU_254	0.00796317	0.003341171	0	0	0.00011554	0	0.000119567	0.000119768	0.005094377	0.000951596	0.000364919	0	0.000343682	0.000528169	0.000119055	0	0.001007997	0	0	0.000349304	0.001037149	0.000911411
OTU_88	0	0.006434847	0.002648017	0	0.000462161	0.001123105	0.000119567	0.000598838	0.003004376	0.003298864	6.08E-05	7.01E-05	0.000973766	0.000880282	0.002142985	0	0.002150393	0	6.08E-05	0.003201956	0	0.001762061
OTU_678	0.007776534	0.003588665	6.79E-05	0	0.00011554	0.000873526	0	0.000419187	0.019789694	0	0	0.000911897	0	0.003110329	0.001904875	0.000448143	0.004435186	0.001850967	0.001094092	5.82E-05	0.000471431	0.002916515
OTU_649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_961	0	0.00105185	0.008690929	0	0.000635471	0.00212142	0	0.000598838	0	0	0.000486559	0.000561167	0	0.00463615	0.002142985	0	0	0	0.000364697	0.000582174	0.000848576	0.002794993
OTU_1092	0.00136867	0.000804356	0.000135796	0	0.00011554	0.001185499	0	0.000239535	0.000849063	0.001141915	0	0.00119248	0.000515523	0.000352113	0.000119055	0.000320102	0.001075197	0	0	0.00110613	0.002168584	0.001519018
OTU_1046	0.002675128	0.007981685	0.00129006	0.003405555	0.011842865	0.002433394	0.000597836	0.001556979	0.00130625	6.34E-05	0.001642136	0.000771605	0.005957154	0.011326291	0.000178582	0.001792574	0.004300786	0.000358252	0.008448821	0.003609478	9.43E-05	0.00085065
OTU_346	0	0	0	0	0	0	0	0	0	0	0	0.00119248	0	0	0	0	0	0	0	0	0	0.000972172
OTU_159	0	0	0	0	0	0	0	5.99E-05	0	0	0.002007055	0	0	0	0	0.002304738	0	0.000179126	0	0	0.000377145	0
OTU_63	0.000995396	0.001113724	0.001357958	0	0.004274986	0.000811131	0.000777187	0.002994191	0.003592189	0.005328935	0	0.001122334	0.000286402	0.000234742	0.003333532	0.000576184	0.01243196	0.001074755	0.001033309	0.00110613	0.001414294	0.000972172
OTU_898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_172	0	0	0	0	0	0	0	0.000598838	0	0.004821417	0	0.000982043	0.000343682	0	0	0	0.000739198	0	0	0	0.000471431	0
OTU_128	0	0.000185621	0	0.002231225	0	0	0	0.000179651	0	0	0.000973118	0.00035073	0.000343682	0	0	0	0	0	0.000729395	0.000174652	0	0.00255195
OTU_723	0	0	0	0	0	0	0	0	0	0	0.000243279	0	0	0	0	0	0	0	0	0	0	0
OTU_403	0	0.000123747	0	0	0.00011554	0.000187184	0	0	0	0	0	0	0	0	0	0	0.000335999	0	0.000364697	0.00023287	0	0
OTU_241	0	0	0	0	0	0	0.000179351	0	0	0	0	0	0	0	0	0.002880922	0	0	0	0	0	0
OTU_124	0	0	0	0	0.012305026	0	0	0	0	0	0	0.001122334	0	0	0.000178582	0	0	0	0	0.000291087	0	0
OTU_1052	0.001119821	0.006558594	0.013986964	0	0.00034662	0.03007425	0.00233156	0.000658722	0	0.001459113	6.08E-05	7.01E-05	0.000400962	0.00399061	0.002262039	0.00659411	0	0.000238834	0	0.002678	0.000471431	0.002430429
OTU_1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_266	0.000124425	6.19E-05	0.000203694	0	0	0.000499158	0	0	0	0	0	0.001753648	0	5.87E-05	0	0	0.0001344	5.97E-05	0	5.82E-05	9.43E-05	0.000425325
OTU_71	0	0	0	0	0	0	0	5.99E-05	0.006400627	0	0.003527551	0	0	0	0	0.000320102	0	0.005314067	0	0.000174652	0	0
OTU_78	0	0.00105185	0.000814775	0	0.0073368	0.000311974	0.000418485	5.99E-05	0	0.000253759	0.00018246	0.000491021	0	0.001760563	0	0.012483995	0	0.003940769	0	0.00023287	0	0.001032932
OTU_90	0	0.004269274	0.001561651	0	0.00034662	0.000499158	0	0.000119768	0	0.002474148	0.002554434	0.000982043	0	0.001584507	0.003631169	0.00134443	0.001276796	0.000119417	0.000182349	0.000873261	0	0.005529226
OTU_275	0	0.000247494	0.000339489	0	5.78E-05	0	0	0.000119768	0	0	0	0.000841751	0	0.000469484	0	0	0	0	0	0	0	0.00085065
OTU_189	0.000124425	0	0	0	0	6.24E-05	0	0	6.53E-05	0.000888156	0	7.01E-05	0	0	0	0	0.000470398	0.000179126	0	0	0.001602866	0
OTU_1110	0.000311061	6.19E-05	0	0	5.78E-05	0.000998315	0.000119567	0.001317444	6.53E-05	0.001141915	0	0	0.000343682	5.87E-05	0	0.000704225	0.000739198	0.000835921	0.00042548	0.000116435	0.000188573	0
OTU_1077	0	0.000185621	0	0	0.00017331	0.000249579	0	5.99E-05	0.000195938	0	0	0.000140292	0	0	0	6.40E-05	0	0	0	0	0.002922874	6.08E-05
OTU_20	0.003110613	0.037557233	0.000271592	0.024778345	0.002830734	0.004617208	0	0.00281454	0.049115015	0.001459113	0.00425739	0.000561167	0	0.017312207	0.016429549	0.008578745	0.009676769	0.002806305	0.005531242	0.001804739	0.00150858	0.001215214
OTU_323	0	6.19E-05	0	0	0	0	0.000478269	0.000179651	0	0.000126879	0.000912298	0	0	0.000176056	0.000119055	0.000960307	6.72E-05	0	0.002917578	0	0.000188573	0
OTU_1087	0	0	0	0	5.78E-05	6.24E-05	0	0	0	0	6.08E-05	0	0	5.87E-05	0	0	0	0	0	0	0	0
OTU_392	0.00329725	0.007672318	0.009234112	0	0.00011554	0.003057341	0	0.000658722	0.003526876	0.00215695	0.00018246	0.004349046	0.004353305	0.001995305	0.001190547	0.000576184	0.007996774	0.000358252	0.000121566	0.004016999	0.007071469	0.007716612
OTU_780	0	0	0	5.87E-05	0	0	0.000956537	0	0	0	0.000486559	0.000280584	0	0	0.000357164	0	0	0	0	0	0	0
OTU_457	0	0	0	0	0	0	0	0	0	0	0.00018246	0	0	0	0	0	0	0	0	5.82E-05	0	0
OTU_828	0	0.000247494	0.000543183	0.000117433	0	0	0	0	0	0.000317199	0	7.01E-05	0	0.000293427	0	0	0.000201599	0	0	0	0	0
OTU_384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001343996	0.000119417	0	0	0	0
OTU_332	0	0	0	0.000645881	0	0	0	0	0	0	0.000608199	0	0	0	0	0	0	0	0.000303914	0	0	0
OTU_1056	0	0.001237471	0.011746334	0	0	0.001684657	5.98E-05	0.002634888	0	0	0.000243279	0.000701459	0.003035857	5.87E-05	0.001488184	0	0.002284793	0	6.08E-05	0.000873261	0.008108618	0.009721716
OTU_1160	0.00410601	0.000309368	0.000203694	0.028888497	0.00011554	0.006052287	0	0.000419187	0.009209065	0.007993402	0.00012164	0.005541526	0.000114561	0.001877934	0.002381094	0	0.008601572	0.014628612	0.022003404	0.000116435	0.001791439	0.001032932
OTU_1051	0.001182033	0.000433115	0.000611081	0	5.78E-05	0.000311974	0	0.000119768	0.000391875	6.34E-05	0	0.000210438	0.000171841	0.000117371	0	0	0.000671998	0	0.000121566	5.82E-05	0.000660004	0.000546847
OTU_308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003359989	0	0	0.000174652	0	0.000243043
OTU_83	0.000248849	0.000185621	0.00224063	5.87E-05	0.000635471	0.000374368	0	0.000598838	0.003526876	0.001776312	0.002736893	0.000841751	0	0	0	0.000512164	0.001209596	0.004239312	0.000243132	0.001339	0.00226287	0
OTU_355	0.001741944	0	0.000203694	0	0	0.000436763	0	0	0	0.000380638	0.00012164	0.000491021	0	0.000117371	5.95E-05	0.000256082	0	0.001492716	0.003950887	0	0.000942863	0.000121521
OTU_676	0	6.19E-05	0	0	0.00011554	0	5.98E-05	0	0	0	0.00018246	0.000491021	0.000114561	5.87E-05	5.95E-05	0	0.000268799	0	0	0.00023287	0	0.000121521
OTU_1022	0.000373274	0	0.000203694	0	0	0	0	5.99E-05	0.000195938	0	0	0.000140292	0	5.87E-05	0	0	0.0001344	0	0	0	0	6.08E-05
OTU_104	0	0	0.000135796	0.001174329	0.001039861	0.000748737	0.000418485	0.000179651	0.000457188	0	0.007298382	0	0	0.000293427	0.000297637	0.001408451	0	0	0.000729395	0	0	0.000425325
OTU_668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_120	0.000248849	0	0	5.87E-05	0.001848642	0.000561552	5.98E-05	0.003413378	0	0	0	0.000561167	0	0.000762911	0	0.002240717	6.72E-05	0.001910676	0.000911743	0	0.000565718	0
OTU_70	0.003857161	0.002908056	0	0	0	0.000623947	0	0.000598838	0	0.004757978	6.08E-05	0.00035073	0	0.002406103	0.000595274	0.000128041	0.007123177	0.001492716	0	0	0	6.08E-05
OTU_900	0.01343785	0.000433115	0.001018468	5.87E-05	0.000462161	0.000124789	0	0.000479071	0.011233754	0	0	0.000280584	0	0.001173709	0.001369129	0	0.008601572	5.97E-05	0.000182349	0.000174652	0.010277202	0.0017013
OTU_207	0.000186637	0.000494988	0.001086366	0.000293582	0	0	0	0	0	0	0.00012164	0	0	0	0	0.000256082	6.72E-05	0	0	0.001047913	0	0.000121521
OTU_492	0	0	0	0	0	0	0	0	0.000391875	0	6.08E-05	0	0	0	0	0	6.72E-05	5.97E-05	0	0	0	6.08E-05
OTU_2	0	0	0.041078218	5.87E-05	0.267186597	0	0.244455073	0.002155818	0	6.34E-05	6.08E-05	0.044402357	0.095142628	0.000234742	0.000476219	0.000192061	0.002083193	0.000597086	0.000972526	0.052279211	0.003394305	0.189269656
OTU_1007	0	0	0.000135796	0	0	6.24E-05	0	5.99E-05	0	0.003235425	0	0	0	0	0	0.000320102	0	0	0	0	0.001131435	0.000243043
OTU_140	0	0	0	0	0	0	0	0.000359303	0	0	0	0	0	0	0	0	0.000671998	0	0	0.000931478	0	0
OTU_86	0.004852557	6.19E-05	0	0	0	0	0	0.000359303	0	0	0	0	0.006300836	0.000762911	0	6.40E-05	6.72E-05	0	0.000182349	0.001630087	9.43E-05	0
OTU_44	0	0.013364683	0.002444324	0	5.78E-05	0.014413178	0	0	0	0	0.000243279	0	0	0.012676056	0	0	0.049123043	0.000179126	0	0.000523956	0.000282859	0.015007899
OTU_32	0.000808759	0.087117931	0.004413362	0.000117433	0.00017331	0.005989892	0	0.002155818	0.004180001	0	0.000486559	0.000841751	0.000400962	0.001760563	5.95E-05	0.001536492	0.001948794	5.97E-05	0.000364697	0.001804739	0.000377145	0.001336736
OTU_1084	0	0	0.004073873	0	0	0	0.000597836	0	0	0	0.005108868	0.002244669	0	0	0.005416989	0	0	0	0	0.003725913	0	0
OTU_94	0.000248849	0.001175597	0.000407387	0	0.000693241	0	0	0.000958141	0	0	0	0.004208754	0	0.001467136	0	0.00134443	0	0.001492716	0	5.82E-05	0.000188573	0.007169765
OTU_102	0	0	0.005499728	0	0	0.000499158	5.98E-05	0	0	0	0	0.001753648	0.000458243	0.000117371	0	0	0.000470398	0	0	0.000931478	0.007354328	0
OTU_160	0.001306458	0.002846182	0.003938077	0	0.00017331	6.24E-05	0	0.000718606	0.000130625	0	0	0.001964085	0	0.002230047	0	0	0	0.00173155	0	0.000640391	0.00226287	0.001215214
OTU_43	0.006345651	0	0	0	0	0.000623947	0	0.000359303	0.022010319	0.000126879	0.000304099	0.001052189	0	0.001115023	0	0	0.002486392	0.004060186	0	0.000349304	0	0
OTU_566	0	0	0	0	0	0	0.000179351	0.000239535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_146	0.001119821	0.000309368	0.000339489	0.000939463	0	0.001123105	0	0.000179651	0.000195938	0	0.000425739	0	0.000515523	0.000234742	0	0.001472471	0.000403199	5.97E-05	0.000182349	0.000116435	0.00150858	0
OTU_89	0	0.001299344	0.002512222	0	0.003004044	0.000748737	0.003646799	0	0	6.34E-05	0.004804768	0.00308642	0	0.001115023	0.005833681	0.010755442	0.000403199	0.000895629	0	0.000873261	0.000660004	0.006076072
OTU_247	0.000435486	0	0	0	0	0	0	5.99E-05	0.000326563	0.000824716	6.08E-05	0.000210438	0.000286402	0	0.000119055	0	0.000537598	0	6.08E-05	0.000815043	0	0.000121521
OTU_292	0	0	0	0	0	0	0	0.000419187	6.53E-05	0	0	0	0.002119372	0	0	0	0	5.97E-05	0	0.000873261	0.000377145	0
OTU_618	0	0	0	0	0	0	0	0	0	0	0.00018246	0	0	0	0	0.000192061	6.72E-05	0	0	0.00023287	0.000188573	6.08E-05
OTU_165	6.22E-05	0	0	0	0	0.000124789	0	0	0.000195938	0.001268794	0.00018246	0	0.000343682	0	0	0.000192061	0.000873597	0.000656795	0	5.82E-05	0	6.08E-05
OTU_91	0	0	0	0	0	0	0.003467448	0	0	0	0.014110206	0.00035073	0	0	0.002797786	0	0	0	0	0.000349304	0	6.08E-05
OTU_419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_906	0	0.000247494	0	0	0	0	0.000478269	0	0	0.000190319	0	0	5.73E-05	0.000997653	0	0.02496799	0	5.97E-05	0	0.00023287	0	0
OTU_507	6.22E-05	0	0.000135796	0	0	0	0	0.000299419	0.000130625	0	0.000243279	0.001122334	0.001374728	0	0.001190547	0	0.003695988	0	0	0.000349304	0.001131435	0
OTU_122	0.001804156	0.002660562	0.003938077	0	0	0.000561552	0	5.99E-05	0	0.000697837	6.08E-05	0.001262626	5.73E-05	0.000821596	0.001547711	0	0.001411195	0	0	0.00023287	0.001414294	0.000546847
OTU_234	0.000497698	0	0.000678979	0	0	0	0	0	0	0.000824716	0	0	0.000973766	0	0.000416691	0	0.000403199	0	0	0.00023287	0.000282859	0.000121521
OTU_262	0.001679731	0	0.000135796	0	0.001733102	0	0.000896754	0	0	0	0	0	0	0	0	0	0	0	0	0.00023287	0	0.000972172
OTU_191	0.001244245	0.000804356	0.000135796	0.000587165	0.000519931	0.000311974	0	0	0.000849063	0.001268794	0.000364919	0	0.000859205	0	0.000654801	0.000448143	0.000739198	0.001015047	0.000547046	0.000582174	0.000377145	0.001822822
OTU_949	0.000124425	0.000123747	0	0	0	6.24E-05	0	0.000179651	0.00026125	0	0	0	0.008191087	0	0	0	0.000940797	0	0.000303914	0.002910869	0.000282859	0
OTU_638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_294	0	0.000247494	6.79E-05	0	0	0.000311974	5.98E-05	0.000179651	0	0.000570957	0	0	0	0	0	0.000448143	0.001075197	0	0.000243132	5.82E-05	0.000565718	0.000303804
OTU_103	0	0.000494988	0.000135796	0	0.008434431	0	0	0.000299419	0	0.011355706	0.00012164	0.000280584	0.000801925	0.000997653	0.002976368	0.003585147	0	0	0	0.00023287	0.001320008	0
OTU_674	0	0	0	0	0	0	5.98E-05	0	0	0	0	0	0	0	0	0.000128041	0	0	0	0	0	6.08E-05
OTU_168	0	0.002041827	0	0	0.00011554	0.000124789	0.000717403	0	0	0	0	0	0	0.001467136	0.001488184	0.002048656	0	0	0	0	0	0.000425325
OTU_550	0	0	0	0	0	0.000249579	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001921174	0	0.000364564
OTU_303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023287	0	0.002065865
OTU_400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_174	0.000248849	0.00946665	0.001969039	0	0.000577701	0.000249579	0	0.001197677	6.53E-05	0	0	0.000771605	0.001317448	0.004225352	0.000238109	0	0.000470398	0.00041796	0	0.001047913	0.000377145	0.002673472
OTU_210	0	0	0	0	0.001502022	0	0	0	0	0	0.002432794	0.000280584	0	0	5.95E-05	0	0.0001344	0	0	0.000523956	0	0
OTU_318	0	0.000309368	6.79E-05	0	0.00028885	0.000311974	0	0	0	0	0	0	0	5.87E-05	0	0.000128041	0	0	0.000364697	0.00023287	0	0
OTU_171	0	0	0	0.000587165	0.000519931	0	0.000239134	0	0	0	0	0	0	0	0	0	0	0.000537378	0.00042548	0.00355126	0	0
OTU_1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40E-05	0	0	0	0	0	0
OTU_217	0.000435486	0.000123747	0.000271592	0.000234866	0.000924321	0	0.000956537	0.000179651	0.0005225	0.000888156	0	0.000561167	0.000515523	0.000234742	0.000595274	0.000320102	0.00302399	0.000656795	0	0.000174652	0.00075429	0.001397497
OTU_775	0.003483887	0	0.001697447	0	0	0	0	0.000119768	0	0.000126879	0	0	0.000171841	0	0	0.000960307	0.000335999	0	0	0.000174652	0.000660004	0
OTU_257	0	0.001979953	0	0	0	0	0	0.000179651	0	0	0	0	0.000229121	0.001584507	0	0	0	0	0	0	0	0
OTU_610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82E-05	0	0
OTU_372	0	0	0	0.000117433	0.00011554	0	0.000179351	0	0	0	0	0	0.000400962	0	0.000238109	0.000192061	0	0	0	0	0	0.000425325
OTU_260	0	0	0	0	0	0	0	0	0	0	0.002736893	0.000631313	0	0	0	0	0	0	0	0	0	0.000425325
OTU_824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82E-05	0	0
OTU_383	0	0.000371241	0	0	0.000577701	0	0	5.99E-05	0	0	0.000364919	0.000701459	0	5.87E-05	0	0.000640205	0	0	0	0.000174652	0	0.001215214
OTU_248	0.007838746	0.00105185	0.000339489	0	0.000462161	0.000748737	0	5.99E-05	0	0	0	0	0.001546569	0.00064554	0.000178582	0	0.000403199	0.000238834	0	0.000465739	0.000282859	0.001336736
OTU_180	0	0	0.001425856	0	0	0.000124789	0	0	0	0	0	0.001402918	0	0	0	0	0	0	0	5.82E-05	0	0.001336736
OTU_590	0	6.19E-05	0	0	0	0.007237786	0	0.000838374	6.53E-05	0	0	0.003717733	0.001603849	0	0	0	0.0001344	0	0	0.00023287	0.000660004	0.000243043
OTU_309	0	0	0.000339489	0	0.00023108	0	0	0	0	0	0	0	0	0	0.000357164	0	0	0	0	0.000174652	0	0
OTU_513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53	0.023827299	0.000680609	0.006586095	0	0.00034662	0.001809447	0	0.000898257	0.005682189	0.002601028	0.002493614	0.000841751	0	0.001525822	0.00315495	0.000192061	0.003628788	0.001492716	0	0.000407522	0	0
OTU_367	0	0.000247494	0.000203694	0	0	0	0	0.000119768	0	0.000634397	0.00012164	0	0.000687364	0	0	0	0.000671998	0	0	5.82E-05	0	0
OTU_341	0	0	0	0	0	0	0	5.99E-05	0	0	0	0	0.001432008	0	0	6.40E-05	0.000268799	0	0	0.000116435	0	0
OTU_835	0	0	0	0	0	0	0	0	0	0	0.000912298	0.000140292	0	0	0	0	0	0	0	0.00023287	0	0.001215214
OTU_227	0	0	0	0	0.00034662	0	0.000358702	0.000179651	0	0	0.000669018	0	0.000801925	0	0.000238109	0.000576184	6.72E-05	0	0	0.000116435	0	0.000425325
OTU_108	0	0.000309368	0.001833243	0	0	0.000124789	0	0	0.00026125	0.001903191	0.00018246	0.000210438	0.001489289	5.87E-05	0.000238109	6.40E-05	0.000671998	0	0.000182349	0.001047913	0.000471431	0.000182282
OTU_145	0	0.004331147	0	0	0	0	0	0.000119768	0	0	0.000547379	0	0	0.000762911	0	0.000128041	0	0.000298543	0	5.82E-05	0	0
OTU_907	0	0	0	0	0	0	0	5.99E-05	0	0.000697837	0.00018246	0	0	0	0	0	0.000604798	0.000716503	0	0	0	0.000121521
OTU_586	0	0	0	0	0	0	0	0	0	0	0.000790658	0.000561167	0	0	0	0	0	0	0	0.000407522	0	0
OTU_129	0.000373274	0	0.000882672	0.002231225	0	0.000124789	0.000179351	0	0.00026125	0.000634397	0.00018246	0.000631313	0	0	0	0.000512164	0.000671998	0	0	0.000465739	0.00150858	0
OTU_463	0	6.19E-05	0	0	5.78E-05	0.000124789	5.98E-05	0	0	0	0	0	0	0	0	0.000128041	0	0	0	0.000174652	0	0
OTU_322	0	0	0	0	0	0	0	0	0	0	0	0.000491021	0	0	0	0.000256082	0.000201599	0	0	0	0	0
OTU_1075	0	0	0	0	0	0	0	0	0	0	0	7.01E-05	0	0	0	6.40E-05	0	0	0	0	0	0
OTU_357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192061	0	0	0	0.003609478	0	6.08E-05
OTU_125	0	0	0.001697447	0	0	0.000436763	0	0.000718606	0	0.002727907	0	0.001122334	0	0.001584507	0	0.000640205	0	0.002209219	0	0	0	0
OTU_486	0	0	0.005431831	0	0	0	0	0	0	0	0	0	0.000229121	0	0	0	0	0	0	0	0	0
OTU_620	0	0	6.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364564
OTU_574	0	0	0	0	0	0	0	5.99E-05	0.000326563	0	6.08E-05	0	0	0	0	6.40E-05	0	0.000119417	0	0.000174652	0.000377145	0
OTU_421	0	0	0	0	0	0	0	0	0	0	0.000669018	0	0	0	0	0	0	0	0	0.000116435	0	0
OTU_361	0	0	0	0	0	0	0	0	0	0	0.000547379	0.000491021	0	0	0.000773856	0	0	0	0	0	0	0
OTU_725	0	0	0	0	0	0	0	0	6.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_606	0	0	0	0	0	0	0	0.000299419	0	0	0	0	0	0	0	0	0	0	0	0.004366304	0	0
OTU_1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546847
OTU_212	0	0.000371241	0	0	0	0	0	0	0	0	0.000729838	0.00035073	0	0	0.000238109	0	0	0	0	5.82E-05	0	0.000182282
OTU_269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82E-05	0	0.004314011
OTU_131	0.000435486	0.001237471	0.003666486	0	0	0.001435078	0	5.99E-05	0.0005225	0	6.08E-05	0.00119248	0.000343682	0.001056338	0	0.000192061	0.0001344	0.001433007	0	0.000815043	0.002922874	0.001397497
OTU_65	0	0.014230912	0.007265073	0	0.002137493	0.000436763	0	0.000419187	0	0.004631098	0	0.003787879	0	0.001525822	0.002321567	0.003777209	0.0001344	0.012240267	0.02297593	0.00110613	0.001791439	0.0017013
OTU_1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_411	0	0	0	0	0	0	0	0	0	0	6.08E-05	0.000420875	0	0	0	0	0	0	0	5.82E-05	0	0.001275975
OTU_51	0	6.19E-05	0	0	0	0	0	0	0	0	0.054555407	0.001402918	0	0	0	0	0	0	6.08E-05	0.000174652	0	0
OTU_291	6.22E-05	0	0.000814775	0	5.78E-05	0	0	0.000119768	0.000326563	0	0	0.000210438	0.000229121	0	0.000119055	0.000192061	0.000268799	5.97E-05	0	0.000523956	0.000660004	0
OTU_680	0	6.19E-05	0	0	0.00011554	0	0	5.99E-05	0	0	0	7.01E-05	0	0	5.95E-05	6.40E-05	0	0	0	0	0	0
OTU_642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_320	0.002488491	0.001361218	0.001765345	0	0	0	0	0.000419187	0	0.000570957	0	0	0.000859205	0	0	0	0.000470398	5.97E-05	0	0.000465739	0	0.001154454
OTU_903	0	0	0	0	0	0	0	0	0	0	6.08E-05	0.000631313	0	0	0	0.000128041	0	0	0	0	0	0.001154454
OTU_986	6.22E-05	0	0	5.87E-05	5.78E-05	0.000249579	0	0.000419187	0	0	0	0	0.000400962	0	5.95E-05	0	0.002217593	0.000179126	0	0	0.005468603	0
OTU_773	0	0	6.79E-05	0	5.78E-05	6.24E-05	0.000179351	0	0	0.000444078	0.000304099	0.000140292	0	0	0.000297637	0	6.72E-05	0	0	0	0	0.000121521
OTU_446	0	0	0	0	0	0	0	0	0	0	0	0.000420875	0.000630084	0	0	0	0	0	0	0.000116435	0	0
OTU_123	0	0.001546838	0	0.000234866	5.78E-05	0	0	0.000419187	0	0.001459113	0	0.000210438	0.002062092	0	0	0	0.000335999	0.000119417	0	0	0.000471431	0
OTU_1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1028	0.000248849	0.000123747	0	0	0	0.014849941	5.98E-05	0.0344332	0.002090001	0.000634397	0	0	0	5.87E-05	0	0.000256082	0.000268799	0.000477669	0.000303914	0.000116435	9.43E-05	0
