prot	Abl	Bbl	Cbl	Dbl	Ebl	Fbl	Gbl	Hbl	Ibl	Jbl	Kbl	Mbl	Obl	Pbl	Qbl	Rbl	Sbl	Tbl	Ubl	Vbl	Wbl	Xbl
prot_000000000970	0.001064729	0.001015463	0.000634163	0.000862898	0.000816243	0.000817868	6.12111E-05	0	0.000506372	0.001000019	0.001087447	0.000875875	0.000856404	0.001074589	0	0.001456742	0.000663142	0.000986929	0.000984538	0	0.000834869	0.000838843
prot_000000000971	0.000492042	0.00070142	0.001631917	0.000738053	0.000529176	0.000611324	0	0	0.000113199	0.001025625	0	0.000552105	0.000752456	0.000587373	0.000896097	0.0034363	0.000508379	0.000212221	0.000262209	0	0.000486402	0.000630268
prot_000000000972	0	0	0.001770507	0	0	0	0.013074047	0.000151859	0	0	0	0.000203962	0	0	0	0	7.33509E-05	4.74728E-06	0.000708887	0	0	0
prot_000000000973	0.000797878	0.000842972	0.001401912	0.000783748	0.001474293	0.001810744	0.00247491	0.003850984	0.003602864	0.000358402	0.002240982	0.000933708	0.000888575	0.000907688	0.002865219	0	0.001920416	0.000741599	0.001036707	0	0.0009838	0.002293699
prot_000000000974	0.000100428	0.000144246	0.000239265	0.000172843	0.00014044	0.00011589	0	0	0.000148176	0.000162402	0.000564141	0.000198307	8.712E-05	0.000225055	0	0	8.94436E-05	0	6.59038E-05	0	6.507E-05	5.28041E-05
prot_000000000975	0.000788894	0.000441434	0	0.000559934	0.000554943	0.000563634	7.75271E-05	0	0.000364192	0.000550686	0	0.000522197	0.000458939	0.000350418	0.001443415	0.001845042	0.000327555	0.000531752	0.000362023	0	0.000504753	0.00045121
prot_000000000976	0.000493017	0.000618181	9.03525E-05	0.000586289	0.000646356	0.000634565	9.59317E-05	0	0.000420265	0.000340708	0.001278207	0.000748455	0.000735519	0.000779407	0.001488396	0.000570761	0.000911958	0.000469991	0.000768013	0	0.000804179	0.000598206
prot_000000000977	0.001223864	0.00043023	0.000920774	0.000596865	0.000534781	0.000154856	0	0	0.000332125	0.001273111	0	0.000418618	0.000513168	0.000575922	0	0.001938858	0.000286842	0.000399136	0.000464972	0	0.000505883	0.00016934
prot_000000000978	0	9.79459E-06	0	0.000439277	8.69076E-05	0	0	0	8.49005E-05	0	0	0	0	8.38158E-05	0	0	0	0.00049967	0	0	0	0
prot_000000000979	0	0.000503263	0	0.00049362	0.000353224	0.000354886	0	0	0	0.000276634	0.000864857	0.000408358	0.00045137	0.00079038	0	0	0.000617046	0.000945426	0.000202068	0	0.000483663	0.000202378
prot_000000000980	0.000527066	0.000789922	0.000538158	0.000576035	0.00115662	0.000846138	0.00133324	0.000716381	0.001550826	0.00081173	0.000422959	0.000443401	0.00074147	0.000344353	0	0	0.000603534	0.000740898	0.000988214	0	0.000443505	0.001416901
prot_000000000981	0.000842076	0.000309401	0.000501549	0.000662421	0.000425114	0.000666235	0.000266259	0	0.00050098	0.001323893	0	0.000320256	0.00058189	0.000421217	0	0	0.000468731	0.000478739	0.000345371	0	0.000702669	0.000387409
prot_000000000982	0	0.000112327	0.00111275	0.000549144	0.000513906	0.000152259	0	0.000440675	0	0	0	4.26318E-05	0	0	0	0	0	0.000115765	0	0	0.000110044	0
prot_000000000983	0.00039213	0.000252831	0.000133461	0.000413082	0.000298972	0.000342932	0	0	0.000263064	0.001006529	0.001258705	0.000110444	0.000267653	0.00044834	0	0	0.000149674	0.000277692	0.000330848	0	0.000131985	2.94539E-05
prot_000000000984	0.000894217	0.000533462	0.000678061	0.000613419	0.000448164	0.000456459	3.33919E-05	0	0.000355715	0.000759	0.000444919	0.000403967	0.00060111	0.000588626	0	0.000794684	0.000540815	0.000817974	0.000675169	0	0.00062961	0.000496267
prot_000000000985	0.000978723	0.000653034	0.000129542	0.000713306	0.000492359	0.000416991	6.87703E-05	0	0.000301921	0.000586182	0.002138045	0.000446671	0.000457784	0.000526249	0.001707172	0	0.000484262	0.000594329	0.000642264	0	0.000362975	0.000340494
prot_000000000986	0.000434614	0.000439662	0	0.000423944	0.000539794	0.00054332	0	0	0.000465667	0.000557788	0.001046305	0.000516748	0.000731078	0.000532407	0.001462032	0	0.000588356	0.000824844	0.000285205	0	0.000339136	0.000685545
prot_000000000987	0	0	0.001208219	0	0	0	0.006741204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000000988	0	0.000253848	0	0.000522858	0.000383245	0.000337418	0	0	0	0.001973256	0.001542273	0.000289447	0.000449514	0.000313911	0	0	0.000244525	0	0.000360341	0	0.000323438	0.000854599
prot_000000000989	0.000999237	0.000597833	0.000246833	0.000658413	0.000601014	0.000467653	0	0	0.000166663	9.44949E-05	0.000886273	0.000536199	0.000909677	0.000602503	0	0	0.000515229	0.00045623	0.000138048	0	0.000480358	0.000399847
prot_000000000990	0	4.8973E-05	0.002619765	0	0.00010519	7.04949E-05	0	0	0.000279125	0	0	0.000663549	0	0	0	0	0	0	0	0	0	0.001273889
prot_000000000991	0.000206309	0.000246429	0	0.000478412	0.000299018	0.000291836	0	0	0.00016038	0.000722846	0	0.00053543	0.000371276	0.000353822	0.001619374	0	0.000729459	0	0	0	8.10136E-05	0.000539119
prot_000000000992	0.000350184	0.00038179	0.000667434	0.000325681	0.000775395	0.000678884	0	0.001222756	0.000945016	0.000251681	0.000397356	0.000509498	0.00040897	0.000480457	0	0	0.000124753	0.000347183	0.000133284	0	0.000357528	0.000993527
prot_000000000993	0	0	0	0	0	0.000559467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000000994	0.000154044	0.000373044	0	0.00066385	0.000461079	0.000472175	0	0	0	0.00122822	0	0.000165504	0.000215673	0.001034734	0.004912103	0	0	0.001228946	0	0	0.000268425	0.000536588
prot_000000000995	0.000429581	0.000781497	0.001040092	0.000369705	0.00124157	0.001366666	0.003864003	0.003530579	0.004291749	0.000470647	0.000490469	0.001098878	0.00052508	0.000249572	0.000685346	0.001314063	0.000442471	0.000649236	0.000343784	0	0.000514294	0.00211178
prot_000000000996	0	0.000270824	0	0	9.321E-05	0	0	0	0.000204567	0.001853451	0	0.000156926	0	0.000294852	0	0	0	0	0.000616003	0	0	0
prot_000000000997	0	0.000825233	0.002463454	0	0.003468025	0.00261857	0	0.009526309	0.011543921	0	0	0.001154583	0	0.000394074	0.001352699	0	0	0	0	0	0	0.005877954
prot_000000000998	0.000579518	0.000867052	0.000552267	0.001014035	0.00061108	0.000834141	0	0	0.00058382	0.000624759	0	0.000492817	0.00064021	0.000662589	0	0	0.000309679	0.00129274	0.000832848	0	0.001084581	0.000182822
prot_000000000999	7.64915E-05	0.000445387	0.000546709	0.000410322	0.000483381	0.00026804	0.001866204	6.0647E-05	0.00036406	0.001227322	0	0.000433806	0.000276576	0.000465267	0.001200807	0	0.000885624	0.000284385	0.000440217	0	0.000883983	0.000120655
prot_000000001000	0	0	0	0.000178727	8.32757E-05	0.000274095	0	0	0	0.000853563	0	0.000500097	7.14212E-05	0	0	0	0	0	0.000623485	0	0.000186544	0
prot_000000001001	0	0.000428324	0.000578381	0.000677033	0.000355034	0.000359159	0	0	5.4316E-05	0	0	0.00021212	0.000461381	0	0	0	0.00023839	0.000725148	0.000845574	0	0	0.000176739
prot_000000001002	0	0	0.000291578	0	4.42352E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000001003	0.00073122	0.000170971	0.000435522	0.000249344	6.60729E-05	0.000298845	0	0.001739264	0.000507533	0	0	0.000166858	0	0.000313514	0	0	0.00048843	0.000226548	0	0	0.000215353	0
prot_000000001004	0.000869976	0.000783656	0.000777249	0.000721563	0.000557193	0.000601199	0	0	0.000366618	0.001074666	0	0.00068655	0.000746597	0.000776473	0	0	0.000279419	0.000673843	0.000842794	0	0.000790004	0.000628957
prot_000000001005	0	0	0	0	0	0	0	0	0	0	0	0	0.000208436	0	0	0	0	0	0	0	0	0
prot_000000001006	0	6.35761E-06	0	0	0	0	0	0	0	0	0	0	0.000220912	0	0.000186748	0	0	0	0	0	0	0
prot_000000001007	0	0.001654611	0.004951543	0	0.00846124	0.007002243	0.004435569	0.016595891	0.020651786	0	0.000968061	0.003004433	0.0004516	0.000809823	0.002705399	0	0.000147345	0.00109562	0	0	0.000315354	0.019070956
prot_000000001008	0.000304162	0.000560248	0.000434788	0.000399143	0.000446999	0.000514083	0	0	0.000313658	0.000437208	0.000341717	0.000351662	0.000401133	0.000312985	0	0	0.000108357	0.000301555	0.000199599	0	0.000597194	0.000383819
prot_000000001009	0.000377065	0.000848202	0.000786043	0.000837176	0.000695638	0.000519738	0	0	0.0003178	0.001016252	0.000529527	0.000686335	0.000708689	0.000350281	0	0.001418707	0.000713622	0.000584114	0.000742321	0	0.000831764	0.000346949
prot_000000001010	0	0.000838278	0.002861194	1.58822E-05	0.003555205	0.003193061	0.003317577	0.006958914	0.013892626	0	0	0.00157487	0.000542976	0.000782448	0	0	0.001004972	0.001909137	3.80907E-05	0	0.000534273	0.006427079
prot_000000001011	0	5.60911E-05	0.001000181	0.000574057	0.000489049	0.00046184	0.001324772	0	0	0	0.001179121	0.000191276	0.000498304	0.000119998	0	0	0.00074779	0.000260135	0.00082648	0	0.000164853	0.0003311
prot_000000001012	0.000455092	0.000416917	0.00144564	0.000560347	0.000311321	0.000218815	0	0	0.000179297	0.000272566	0	0.000428776	0.000449522	0.000418863	0	0	0.00054042	0.001289656	0.000696836	0	0.000350265	0.000239282
prot_000000001013	0.001325168	0.000962299	0.001056486	0.00062427	0.0007313	0.000752653	0	0	0.000498331	0.000398388	0.001660666	0.000942871	0.000863038	0.000504055	0	0	0.000789887	0.000549558	0.000727505	0	0.000667512	0.000505179
prot_000000001014	0	0	0	0	0	0	0	0	0	0	0	0	8.51781E-05	0	0	0	0	0	0	0	0	0
prot_000000001015	0.000772278	0.000512049	0.000459976	0.000554687	0.000575918	0.000609898	0	0	0.000459455	0	0	0.000546303	0.000578504	0.000331117	0.001515457	0	0.000502099	0.000239268	0.000633487	0	0.000227445	0.000304541
prot_000000001016	0	8.31696E-05	0	8.51613E-05	0.000250413	0.000216094	0	0	0	0.001096092	0	0	0.000279824	0	0	0	0	0	0	0	0.000623316	0.000327294
prot_000000001017	0	4.43816E-05	0	0.000240157	0.000152752	7.98973E-05	0.0008466	0.003117945	0.000530973	0	0	0.000151725	0	4.78323E-05	0.000656757	0	0.000287644	0.000311076	0	0	0.000131424	0
prot_000000001018	0	0.000265185	0	0.000245675	4.09929E-05	0.000518054	0	0	3.74861E-05	0	0	0.000186914	0.000397865	0.000216122	0	0	0.000252526	0	0.000124044	0	0.000259795	0.000248469
prot_000000001019	7.03507E-05	0.000626986	0.000234649	0.000300288	0.000475225	0.000224427	0	0.000145023	0.000290188	0.000126404	0.000395185	0.000502193	0.00053104	0.000530872	0.000110441	0.000635267	0.000263154	0.000435923	0.000461661	0	0.000545823	0.000332019
prot_000000001020	0.000461393	0.000505347	0.00027481	0.000788877	0.000622827	0.000483844	0.000274273	0	0.000137249	0.001036274	0.000647952	0.000574859	0.000446727	0.000329707	0	0	0.000809525	0.000265886	0.000302779	0	0.000543542	0.00066653
prot_000000001021	0	0	0	0	0	0	0	0	0	0.000633354	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000001022	0.000417387	0	0	0	0	0.000478837	0	0.003640222	0	0	0	0.000888943	0	0	0	0	0	0	0	0	0	0
prot_000000001023	0	0	0	0.000479549	0	0.00040449	0	0	0	0	0	0.000103449	0	0	0	0	0	0	0.000920094	0	0	0
prot_000000001024	0.001847697	0.000590118	0.001232567	0.00076694	0.000254497	0.000312717	0	0	0.000205195	0.000394404	0	0.000679551	0.000319681	0.000464762	0	0	0.000526591	0.000732744	0.000388003	0	0.000694213	0.000349739
prot_000000001025	0.001391589	0.000576175	0.001105126	0.000887815	0.000592783	0.000557432	0	0.00023783	0.000242239	0.000525078	0.000773019	0.000350008	0.000622304	0.000530355	0	0	0.000137709	0.000383239	0.000293238	0	0.000599882	0.000650383
prot_000000001026	0.000745694	0.000921096	0.001480475	0.000906257	0.000757224	0.000574383	0	0	0.000235622	0.000223307	0	0.000776687	0.000890531	0.000284195	0.001951054	0	0.000759322	0.000770106	0.000882451	0	0.000757916	0.000588116
prot_000000001027	0	0.000173021	0.00074045	0	0.000788206	0.000717288	0.011113193	0.005906193	0.005345536	0	0.000290974	0.001063413	0.001762041	0.000118448	0.000650538	0	0.002270685	0.000962909	0.000203952	0	0.001383159	0.001443475
prot_000000001028	0	0.000375368	0	0.001173824	0.000761909	0.00056892	0.00230236	0	0	0	0	0.000324005	0.000758098	0.000926182	0	0	0	0.000970062	0.000971588	0	0.000497995	0.000870988
prot_000000001029	0.000287681	0.000192185	0	0.000578161	0.000362264	0.000328375	0	0	0.000342303	0	0	0.000218821	0.000258209	0	0	0	0	0.000356519	0	0	0.000565965	0.000432602
prot_000000001030	0.000363557	0.000477638	0.000399763	0.000255423	0.000416883	0.000523255	0.000353706	0.000665191	0.000774993	0.000251242	0.000628378	0.000262793	0.000180541	0.000586415	0	0.000420887	7.47211E-05	0.000242604	0.000238576	0	0.000428286	0.000539642
prot_000000001031	0	0.00073281	0	0.000452182	0.000550313	0.000417369	0.000279715	0	0	0	0	0.000603911	0.000642717	0.000565773	0	0	0.001655513	0.000137039	0.000653084	0	0.000778562	0.000813975
prot_000000001032	0.000452951	0.000930272	0.00035971	0.000851232	0.000873852	0.000956988	0	0.000299272	0.000284447	0.001085136	0.00190829	0.001001437	0.000704535	0.000712084	0.000592557	0.001136152	0.000570486	0.000421002	0.000817407	0	0.000828854	0.000754162
prot_000000001033	0.000450596	0.00072113	0.000469664	0.000450321	0.000503501	0.000566522	0	0	0.000312754	0.000961423	0.000158197	0.000657717	0.000377759	0.000579584	0	0.000423842	0.000476556	0.000453714	0.000662538	0	0.000386284	0.000651525
prot_000000001034	0.001038964	0.000397012	0	0.000603383	0.00036313	0.000578479	0	0	0.000411047	0.001400089	0	0.000505775	0.000845052	0.000296973	0	0	0.000231331	0.000643786	0.000852245	0	0.000611973	0.000406975
prot_000000001035	0.000475092	0.000424153	0.000355192	0.000634128	0.000391886	0.000401045	9.42811E-05	0	0.000226671	0.000401815	0.000778853	0.00039611	0.00035863	0.000426145	0.000585115	0.000747921	0.000553251	0.000431111	0.000375035	0	0.00050738	0.000313423
prot_000000001036	0.000931716	0.000117017	0.002175362	0.000724651	0.0002327	0.000359283	0	0	0	0	0	0.001052414	7.00389E-05	0	0	0	0.000775868	0	0.000599189	0	0.00077381	0
prot_000000001037	0.001982109	0	0	0	2.60988E-05	0	0	0	0	0	0	0	0.000608073	0	0	0	0	0	0	0	0	0
prot_000000001038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000001039	0	0	0	0.000105462	0	0.000442898	0	0	0	0	0	8.31282E-05	0.000264066	0	0	0	0	0	0	0	0.000505787	0
prot_000000001040	0.000502608	0.000111474	0.000335281	0.000113915	0.000122804	8.05539E-05	0	0.000907245	6.64486E-05	0	0	6.39718E-05	0	8.71558E-05	0	0	0	0	0	0	4.86833E-05	0
prot_000000001041	0	0.000790929	0.000805138	0.000883382	0.000535616	1.08327E-05	0	0	4.46792E-05	0.001012025	0.002531156	0.000610761	0.000497582	0.000444348	0.002546536	0	0.001304258	0.000279208	0.000572166	0	0.000569749	0.000829213
prot_000000001042	0.000370989	0.000639108	0.000562456	0.000594199	0.000651543	0.000847228	0	0	0.00016052	6.05986E-05	0.000365643	0.000670478	0.00047947	0.00055354	0	0.002537902	0.000390485	0.000536667	0.000287717	0	0.000437042	0.000652216
prot_000000001043	0.0011668	0.000942508	0.000494472	0.001001346	0.000549302	0.000715984	0	0	0.000389142	0.000779738	0.000423954	0.000742471	0.000642625	0.000808975	0	0	0.000683598	0.001046384	0.000813974	0	0.001133597	0.000642458
prot_000000001044	0.000978836	0.000581778	0.000538158	0.000618063	0.000534876	0.000514083	9.52314E-05	0	0.000358365	0.001894037	0	0.00041969	0.00052718	0.000602617	0.000591013	0.001133191	0.000402356	0.000559873	0.0002851	0	0.00059134	0.000666684
prot_000000001045	0.000415057	0.000870801	0.00062566	0.000948263	0.000824759	0.000908969	0.000108015	0	0.000169364	0.000690523	0.000239869	0.000787125	0.000764865	0.000851462	0.001005525	0	0.000880031	0.000740868	0.00078433	0	0.000723541	0.000898524
prot_000000001046	0.000469493	0.000837805	0.000447415	0.000787021	0.00051753	0.000436264	0	0	0.000223454	0.000590501	0.001054923	0.000541455	0.000535743	0.00077298	0.000368518	0.002119759	0.000794466	0.000523652	0.000616188	0	0.000589034	0.000442362
prot_000000001047	0.000240293	0.000752711	0.000715604	0.000706714	0.000684018	0.000702751	0	0	9.53057E-05	0	0	0.000922924	0.000846265	0.000618159	0.000471532	0	0.000642029	0.000818926	0.000275163	0	0.000471793	0.000315858
prot_000000001048	0	0.001066157	0.000963569	0.000862676	0.000979092	0.000914963	0	0	0	0.000600078	0.001147433	0.000971541	0.000967369	0.001003665	0	0.0015371	0.001819235	0.001077127	0.001792179	0	0.00101668	0.001046619
prot_000000001049	0	6.34716E-05	0	0.000444542	0.000417924	0.00018273	0	0	0	0	0	0.000130806	0.000214264	0.000543149	0	0	0.000410399	0.000588726	0	0	0.000527921	0
prot_000000001050	0	0.00086752	0	0.000760766	0.000172023	0	0	0	0	0	0.000540104	0.00017267	0.000578506	0.000840701	0.001509404	0	0.000513794	0.000476625	0.00085747	0	0.000766258	0
prot_000000001051	0.000410273	0.000664061	0.000279271	0.00076977	0.00060828	0.000715397	0	0	0.000441679	0.00058131	0.00065847	0.000629842	0.000481119	0.000636612	0	0	0.00135719	0.000508445	0.000792312	0	0.000575381	0.00083205
prot_000000001052	0.000544086	0.001150867	0.001111073	0	0.002004269	0.001671731	0.000688147	0.004252826	0.003391098	0	0.000436618	0.001608108	0.000186971	0.000710946	0.000610098	0	0.000830699	0.000770603	0	0	0.000549392	0.002517452
prot_000000001053	0	0.000213915	0.000479196	0.000376437	0.000293121	0.000354731	0	0	0.000159551	0.000361397	0	0.000214188	0.000357432	0.000114984	0	0	0.000179136	0	0	0	0.00031593	0.000317266
prot_000000001054	0	0	0.000309409	0	1.91047E-05	0.000430862	0.013405023	0.000308907	1.98312E-05	0	0	0.000438305	0.000136677	0	0.000509695	0	0.000137642	8.04733E-05	0.000304252	0	0.000178492	0
prot_000000001055	0.000954484	0.000491968	0	0.000618499	0.000526504	0.000562489	0	0	0.000417262	0.000343686	0	0.000538328	0.000586801	0.000703115	0.001501407	0.002878754	0.000472742	0.00023705	0.00043933	0	0.000500997	0.000251431
prot_000000001056	0	0.000227898	0	0.000266414	0.000356238	0.000678245	0	0	0.000101478	0.000510794	0.00319384	0.000467502	0.0005069	0.000487551	0	0	0.000759566	0	0	0	0.000334899	0
prot_000000001057	0	0.000609777	0.00039489	0.002058589	0.000834272	0	0	0	0	0	0	0.000723998	0.000647414	0.000396844	0	0.004939681	0.000502787	0.000553188	0.000183078	0	0.001270164	0.000937073
prot_000000001058	0	0	0	0	0	0	0.000327988	0	0	0	0	0	0.000229286	0	0.000510154	0	0	0	2.13253E-05	0	0	0
prot_000000001059	0.000214585	0.000178116	0	0.000388984	0.000375097	0.00034564	0	0	0.000276606	0.000192781	0	0.000244832	0.000443597	0.000582694	0	0	0.000286671	0.000332416	0.000310501	0	0.000231725	0.00016924
prot_000000001060	0.001357293	0.000704353	0.001293468	0.000623547	0.000551999	0.000329958	0.000343334	0	0.000107667	0.00048775	0	0.00048936	0.000487297	0.000775926	0	0	0.000483533	0.000672829	0.000356277	0	0.000637449	0.000970563
prot_000000001062	0	1.29325E-05	0.000408171	0	0	0	0	0	0.001889968	0	0	0	0	0	0	0	0	0	0	0	0.000134172	0.00028042
prot_000000001063	0.001470679	0.000596872	0.000921361	0.000558937	0.000596937	0.000579088	0	0	0.000262948	0.001091933	0.000931028	0.000814068	0.000877287	0.001188793	0	0	0.000541247	0.001643207	0.000870112	0	0.000846087	0.000290483
prot_000000001064	0.000530941	0.000650651	0.000505974	0.000779256	0.0005617	0.000822221	0	0	0.000210584	0.000190796	0.001192993	0.000597702	0.000666209	0.000667753	0	0	0.000644045	0.000517178	0.000696836	0	0.000833963	0.000558325
prot_000000001065	0.00084138	0.00066283	0	0.000614745	0.000575246	0.000665721	0	0	0.000294318	0.000205125	0.000320646	0.000590487	0.000445312	0.000939797	0.000896097	0.001623652	0.000203352	0.001198339	0.000561876	0	0.000313808	0.000480204
prot_000000001066	0	0	0.000537598	0	0	0	0.012848561	0	0	0	0	0	0	0	0	0	0	0	0.001212756	0	0	0
prot_000000001067	0	0.000388731	0	0	0.000586856	0	0.00010694	0	0	0	0	0	5.08479E-05	0.000142109	0	0	0.000225913	0.00020957	0	0	0	0
prot_000000001068	0.000478199	0.000317543	0	0.000457954	0.00044005	0.000498938	0.000302407	0	0.000189665	0	0	0.000472855	0.00025163	0.000820118	0	0	0.000425894	0.000296312	0.00047071	0	0.00046945	0.000502863
prot_000000001069	0	0	0.000443379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00046127	0	0	0	0
prot_000000001070	0.000478727	0.000551783	0.000380179	0.000500594	0.000499424	0.000613735	0	0	0.000253166	0.000573443	0	0.00034945	0.000479105	0.000634013	0	0	7.10607E-05	0.00039552	0.000314154	0	0.000579628	0.000335612
prot_000000001071	0.000512087	0.000298537	0.00175542	0.000141881	0.000109322	0.00019485	0	0.001984791	0.000146119	0	0	0.000140112	0	9.58269E-05	0	0	0	0	0	0	0.000144667	0
prot_000000001072	0	0	0	0	0	0.002876694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000001073	0	0	0	0.000589552	0	0.000646087	0	0	0	0	0	1.3826E-05	0	0	0	0	0.000445192	0.000563161	0.000357847	0	1.78444E-05	0
prot_000000001074	0.000585201	0.000672259	0.000604761	0.000709729	0.000483773	0.000528141	0	0	0.000331002	0.00091219	0.000194144	0.00059347	0.000786108	0.000746331	0.000613068	0.000587739	0.000539104	0.000840416	0.000620437	0	0.000633726	0.000379867
prot_000000001075	0.000581876	0.000365657	0.000787541	0.00033298	0.000412313	0.000373912	3.50449E-05	0.000109844	0.00059125	0.000847353	0.000311295	0.000344971	0.000552299	0.000475203	0	0.000834021	0.000468875	0.000377724	0.000509123	0	0.000348178	0.000422202
prot_000000001076	0.001134697	0.000532502	0	0.000775864	0.000405463	0.000473437	0	0	9.2985E-05	0.000421239	0	0.000570639	0.000489579	0.000402071	0	0	0	0.00029054	0.000461541	0	0.000368244	0.000122034
prot_000000001077	7.74764E-05	0.000588384	0.00129208	0.00068939	0.000705507	0.000788473	0	0	0	0.000974454	0.000870424	0.000915203	0.000812571	0.000885822	0.000492589	0.001166019	0.000267038	0.000864138	0.000744328	0	0.000859161	0.000918194
prot_000000001078	0.000992777	0.000793037	0.000315364	0.000872061	0.000889201	0.0007423	7.70126E-05	0	0.000366458	0.000832439	0.001115356	0.000563839	0.000724001	0.001021577	0.000519506	0	0.000294729	0.000410111	0.000993301	0	0.001039588	0.000939235
prot_000000001079	0.00032575	0.00057128	0.000517387	0.000585964	0.000434535	0.000550331	6.86669E-05	0	0.000301467	0.0009755	0.000304976	0.000531937	0.000478971	0.000477195	0.000852302	0	0.000723124	0.000302773	0.00046316	0	0.000424682	0.000368814
prot_000000001080	0.001397377	0.000643133	0.00096919	0.000412402	0.000598434	0.00030083	0.00012863	0	0.000718001	0.001279142	0	0.000353061	0.000412835	0.000574422	0	0	0.000271732	0.000244512	0.000467175	0	0.000873007	0.001015995
prot_000000001081	0	0.000735133	0.000579474	0.000851899	0.000596943	0.000609266	0.00011536	0	0	0.000655536	0	0.000545123	0.000613423	0.000779701	0.000954579	0.001372711	0.000525852	0.000744903	0.000792474	0	0.000581541	0.000713443
prot_000000001082	0.000566091	0.000697524	0.000299706	0.000694436	0.000588769	0.000591065	0	0	4.98944E-05	0.000678092	0.000353326	0.000516706	0.000501193	0.000575321	0.000987423	0	0.000327712	0.000700768	0.000660416	0	0.000617482	0.000917404
prot_000000001083	0.000634331	0.000760938	0.000251876	0.000634234	0.000537834	0.000586609	0	0	0.000335454	0.001519667	0.000593877	0.000543932	0.000944459	0.000718006	0.001659681	0	0.000282474	0.000778256	0.000684756	0	0.000413074	0.000389111
prot_000000001084	0.000796862	0.000556257	0.000584147	0.000593478	0.000333302	0.000540115	0	0	0.00026743	0.001101371	0.000688655	0.000611903	0.000559297	0.000941925	0.000962277	0	0.000491332	0.000531752	0.000683822	0	0.000698037	6.44586E-05
prot_000000001085	0.00029077	0.000621077	0.000692743	0.000569916	0.000523307	0.000487414	6.12933E-05	0	0.000211432	0.000768	0	0.000610946	0.000595479	0.000471526	0	0	0.00084682	0.000600579	0.000604236	0	0.000568808	0.000356729
prot_000000001086	0.000300241	0.00032062	0.000357653	0.000246454	0.000253907	0.000165582	0	0	0.000357248	0.000134866	0	0.00025772	0.000212268	0.000343279	0	0	0.000267401	9.30211E-05	0.000197026	0	0.000117899	0.000197329
prot_000000001087	0.000717468	0.000843983	0.000605589	0.000406647	0.000740398	0.000672148	0	0	0.000487825	0.001104967	0.001727258	0.000849236	0.000891134	0.000965918	0.000804515	0.001542555	0.000958487	0.000508084	0.001129636	0	0.000563473	0.0005928
prot_000000001088	0.000528222	0.00092334	0.000755075	0.000831055	0.000614305	0.000731455	0	0	0.00039806	0.000748837	0	0.000640847	0.000526363	0.000629909	0.000829233	0	0.000893847	0.001243775	0.000831921	0	0.000560043	0.000663782
prot_000000001089	0.00095677	0.000767002	0.000670426	0.000408161	0.000701148	0.000514151	0.000925371	0.00017849	0.000290188	0.000101124	0.001580739	0.000821334	0.000564717	0.000804351	0	0	0.000601496	0.001115964	0.000960254	0	0.00061439	0.000562242
prot_000000001090	0	0	0	0	0	0	0	0	0	0	0	0	0.000286909	0	0	0	0	0	0	0	0	0
prot_000000001091	0.000956397	0.000161008	0	0.001456293	0.000613235	0.000549981	0.001182412	0	0	0	0.000617828	0.000256797	0.000463718	0.000593219	0	0	0	0.000308165	0.000704497	0	0.000730464	0.001140241
prot_000000001092	0.000728148	0.000872912	0.000144564	0.00068902	0.000493267	0.000500708	0	0	0.0002166	0.000872212	0	0.00052487	0.000955513	0.000555016	0	0	0.000533935	0.000827184	0.000676926	0	0.000548033	0.000637767
prot_000000001093	0.001200798	0.000523242	0.000190722	0.000580457	0.000361274	0.000399304	0	0	0.000401332	0.001006863	0	0.000449743	0.000824432	0.00054917	0	0.0012048	7.12971E-05	0.000297626	0.000262665	0	0.000471217	0.00079973
prot_000000001094	0.000457737	0.000869896	0.000817898	0.000656598	0.000725513	0.000770139	0	0	0.000101667	0.000719644	0.001607043	0.000652385	0.000590286	0.0008825	0.000898227	0	0.000254794	0.000496358	0.001126047	0	0.000921192	0.000601682
prot_000000001095	0.000227785	0.000239518	0.000542685	0.000527904	0.000418404	0.000582004	0	0	0.000271035	0	0	0.000726313	0.000102738	0.000260437	0	0	0.000811482	0	0.000868473	0	0.000873899	0.000479068
prot_000000001096	0.000927383	0.000602446	0.000380937	0.000651741	0.000534771	0.000512878	0	0	0.000367822	0.000689503	0	0.000619683	0.000565494	0.000840942	0.00050202	0.00096256	0.000455695	0.000435939	0.000311212	0	0.000564709	0.000587987
prot_000000001097	0.000212142	0.000626231	0.000568594	0.000366416	0.000544001	0.000547594	6.70782E-05	0	0.000147246	0.000619405	0.00029792	0.000503211	0.000660053	0.000528308	0	0	0.000353079	0.000492947	0.000503083	0	0.00045807	0.000320683
prot_000000001098	0.000661111	0.000636177	0.000175006	0.00057192	0.000462477	0.000515024	0	0	0.000230455	0.000263971	0.00165053	0.000322839	0.000429161	0.000377939	0	0.005527618	0.000588799	0.000273102	0.000482043	0	0.000865354	0.000347604
