prot	Abl	Bbl	Cbl	Dbl	Ebl	Fbl	Gbl	Hbl	Ibl	Jbl	Kbl	Mbl	Obl	Pbl	Qbl	Rbl	Sbl	Tbl	Ubl	Vbl	Wbl	Xbl
prot_000000000248	0.000253658	0.000435275	0	0.000553393	0.000662035	0.000437114	0	0	0.000252523	0.000894822	0.001899849	0.00023153	0.000555005	0.000290018	0	0	0.000376522	0.00050192	0.00025468	0	0.000529244	0.000264074
prot_000000000249	0.002124978	0	0	0	0.000860142	0	0	0	0.001159894	0	0	0	7.75431E-05	0	0	0	0	0	0	0	0	0
prot_000000000250	0.000113179	0.00051414	0.000269641	0.000603871	0.000350902	0.000446228	0	0	0	0.001016783	0.000635764	0.000582814	0.000455341	0.000452908	0	0	0.000503996	0.000835954	0.000222813	0	0.000399989	0.00029754
prot_000000000251	0	0	0	0	0	0	0.000350583	0.000219773	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000000252	0.001052775	0.00039716	0.000295079	0.000592553	0.000468681	0.000375177	0	0	0.000343869	0.000778894	0	0.000449095	0.000474649	0.000318622	0	0	5.51543E-05	0.000230239	0.000406388	0	0.000288411	0.000483205
prot_000000000253	0.000758487	0.000547242	0.00036141	0.00067885	0.000518686	0.000801886	0.000383727	0	0.000541501	0.000545133	0	0.000460854	0.000454083	0.000775287	0	0	0.001486154	0.001101659	0.000796384	0	0.000587348	0.000465803
prot_000000000254	0.001677805	0.000606546	0.000503752	0	0.000497979	0.000724366	0	0	0	0	0.002369568	0.000385996	0.000837488	0.000721632	0	0	0.000376632	0.000524078	0.000138755	0	3.77787E-05	0.000666492
prot_000000000255	0.00150183	0.000569791	0.000572483	0	0.00037422	0.00051847	0	0	0	0	0.001349809	0.000371582	0.000719641	0.000515133	0	0	0.000749034	0.000297791	7.56896E-05	0	2.35896E-05	0.001093184
prot_000000000256	0	0	0.002032865	0	0.001349273	0.000143593	0	8.45654E-05	0.001057584	0	0	0.000616576	0	0	0.004185975	0	0	0.000660903	6.99924E-05	0	0	0.001177679
prot_000000000257	0.000685185	0.000470201	0.000627851	0.000656177	0.000490105	0.0004815	0	0	8.36186E-05	0.000757615	0	0.000687392	0.000487412	0.000391701	0.000827418	0	0.000648263	0.001110414	0.00077303	0	0.000308177	0.0004434
prot_000000000258	0	3.5865E-05	0	0	0.000504318	0.000850802	0.004074065	0.001489797	0.00053233	0	0	0.001216086	0.000847497	0	0	0	0.001195352	0.00232864	0.000352304	0	0.00105408	0.000282276
prot_000000000259	0.000588349	0.000742266	0.000495886	0.000837567	0.000491056	0.000537118	0	0	0.000155339	0.001121954	0.000758037	0.000716664	0.000741042	0.000684187	0.000816884	0	0.000583934	0.000623373	0.000935404	0	0.000769658	0.000513177
prot_000000000260	0.000367852	0.000707193	0	0.000886754	0.000657148	0.000493923	0	0	0.000345834	0.000936342	0	0.000583956	0.000750705	0.000804167	0	0	0.000697702	0	0.000809119	0	0.000892105	0.001156892
prot_000000000261	0.000926824	0.000934372	0.000200737	0.000909372	0.00069879	0.000761381	0	0	0.000333847	0.000908342	0.0004733	0.000871606	0.000836054	0.001011511	0.000661355	0	0.000450245	0.000730927	0.00071879	0	0.000595549	0.00075312
prot_000000000262	0.001508388	0.000531922	0.000231848	0.0006983	0.000585148	0.00054048	0	0	0.000385975	0.000961696	0.000273327	0.000664343	0.000524074	0.000584141	0	0	0.000520026	0.000301504	0.000734401	0	0.00038214	0.000639591
prot_000000000263	0.000182993	0.000105728	0	0.000617081	0.000503742	0.000182154	0	0	0.000153005	0.000888641	0	0.000229477	0.00073018	0.000161159	0	0.000893203	0.000387622	0.000980672	0.000976907	0	0.000895311	0.00049668
prot_000000000264	8.45527E-05	0.000405677	0.000201442	0	0.001007982	0	0	0	0.00039639	0	0.000949924	0.00051451	0.000813567	4.83364E-05	0	0	0.001430783	0.00020957	0	0	0	0
prot_000000000265	0.000169105	0.000540225	0.000604325	0.000549229	0.000399122	0.000689984	0	0	0.000167678	0	0.000949924	0.000573164	0.000761829	0.000607589	0	0.002545035	0.000301218	0.00020957	0.001232894	0	0.000365225	0.000400111
prot_000000000266	0.000107134	0.000400794	0.000510478	0.000453923	0.000367397	0.00033977	0.0001355	0	8.49833E-05	0	0.00180542	0.000390987	0.000572438	0.000244981	0	0	0.000190831	0.000663845	0.000843647	0	0.000126208	0.000281648
prot_000000000267	9.33084E-05	0.000891241	0.000252616	0.000652778	0.0007021	0.00062198	0	0	8.41097E-05	0.000762065	0	0.000720383	0.000844889	0.001268686	0	0	0.000755477	0.000394213	0.000417488	0	0.000576672	0.000544125
prot_000000000268	0	0.000446849	0	0.000390728	0.000494035	0.000239027	0	0	0	0	0	0.000239359	0.000242906	0.000568389	0	0	0.000110688	0.000611464	0.00032623	0	0.00057344	0.000326731
prot_000000000269	0.000755022	0.000955481	0.000627851	0.000675511	0.000713442	0.000625602	0	0	0.000195981	0.000942875	0.000895616	0.000737364	0.00067449	0.000488308	0.000775704	0.000495771	0.000635178	0.001224722	0.001037624	0	0.000669415	0.000831029
prot_000000000270	0	0	0	0	0.000275849	0	0	0.000115193	0	0	0.000816132	0.00130624	0.00125314	0	0.003421214	0.091814455	0	0	0	0.007017171	0	7.63906E-05
prot_000000000271	0.000973591	0.000514579	0.000386587	0.000675082	0.000478722	0.000450173	0	0	0.00035397	0.000437331	0.00045575	0.000615149	0.000462052	0.000510193	0.000636833	0	0.000361292	0.001005464	0.000638897	0	0.000382311	0.000298183
prot_000000000272	0.000378713	0.000511394	0.000300754	0.000639008	0.00041279	0.000351193	0	0	5.00688E-05	0	0	0.00064238	0.000491558	0	0	0	0.00033729	0.00076345	0.000745566	0	0.000243891	0.000265497
prot_000000000273	0.00083021	0.000548559	0.000675389	0.000656439	0.000548455	0.000567572	2.56105E-05	0	0.000305187	0.000472978	0.000341238	0.000532913	0.000311677	0.000689686	0	0.000304748	0.000500269	0.000401509	0.000685924	0	0.000596356	0.000511042
prot_000000000274	0.000643483	0.000721273	0.002518598	0.00029372	0.002577683	0.00175998	0.00544125	0.006302322	0.007613405	0.001403951	0.000258191	0.00181819	0.000942906	0.000889436	0.001082332	0.004842208	0.001391813	0.00175498	0.000508837	0.004439891	0.000974638	0.004034414
prot_000000000275	0.000522599	0.000453649	0.000346538	0.000651853	0.000635271	0.000526725	0	0	0.000288454	0.000688844	0	0.00073448	0.000759453	5.93947E-05	0	0	0.000797628	0.000517604	0.000855654	0	0.000463876	0.000434289
prot_000000000276	0	0	0	0	0.000366405	0	0	0	0	0	0	0.000480901	0	0	0.002611894	0	0	0	0	0	0	0
prot_000000000277	0.000371249	0.000417901	0.000884479	0.000298139	0.000309093	0.000314521	0	0	0.000368115	0	0	0.00039534	0.000632106	0.000530582	0	0	0.000165321	0	0.000243624	0	0.000568553	0.000292798
prot_000000000278	0	0.000447652	0	0.000465959	0	3.333E-05	0	0	0.003893121	0	0	9.66662E-05	0	0.000363258	0	0	0	0	0	0	0.000249522	0
prot_000000000279	0.000697288	0.000443669	0.000694031	0.000613816	0.000494197	0.000342717	0.000195981	0.002088547	0.000553121	0	0	0.000353588	0	0.000265746	0	0	0.000759023	0.000288046	0	0	0.000544277	0
prot_000000000280	0.000717773	5.75408E-05	0	1.96396E-05	1.03773E-05	0.000176147	0	0.002730509	0	0	0	0.000930541	2.15826E-05	0	0	0	0	0.000177905	0.000180873	0	0	0
prot_000000000281	0	0.00066338	0	0.000617797	0.000571603	0.000717363	0	0	0	0.000330411	0	0.000669159	0	0.000664744	0	0	0.000545925	0.001063505	0.000721231	0	0.000890599	0.000999109
prot_000000000282	0	0.000261144	0.000900687	0.000969769	0.000456114	0.000690739	0	0	0	0.00222123	0.003143006	0.000592374	0.000506425	0.000216122	0	0	0.000461281	0.000524737	0.002148444	0	0.00033996	0.001313906
prot_000000000283	0	9.24146E-05	0	0	4.64284E-05	0	0	0	0	0	0	0	0.000103989	0	0	0	0	0	0	0	0	0
prot_000000000284	0.000338369	0.000316466	0	0.00052671	0.000322872	0.000331894	0	0	0.000107364	0.000121595	0.000380148	0.000329441	0.000516043	0.000348185	0	0	0.000301359	0	0.000577322	0	0.000368851	0.000320239
prot_000000000285	0	0.000550864	0	0.000613988	0.000531505	0.000558148	0	0	0	0.000523208	0.000552613	0.000518261	0	0.000618627	0	0	0	0.000487664	0.000761773	0	0.000386305	0.000255004
prot_000000000286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000000287	0.000148729	0.000536534	0	0.000752858	0.000582049	0.00071404	0	0	8.84841E-05	0.000267233	0.000417732	0.000447424	0.000656728	0.000457856	0	0	0.000529845	0.000645113	0.000244	0	0.00072712	0.0004301
prot_000000000288	0.00076817	0.000476893	0	0.000429619	0.000410459	0.000482147	0	0	0.000198038	0.00048308	0.001294525	0.000542988	0.000635366	0.000477786	0	0	0.000478904	0.000139465	0.000527534	0	0.00039214	0.000242337
prot_000000000289	0.000160106	0.000684536	0.000762888	0.000852724	0.000774544	0.000800609	0	0	9.52529E-05	0.000575351	0	0.000706339	0.000661111	0.000503406	0.001256721	0	0.000213891	0.000985143	0.000157599	0	0.00075445	0.000210455
prot_000000000290	0.00101797	0.000743071	0.001616835	0.000686311	0.000668929	0.000678124	0	0	0.000726751	0.00048775	0.001143659	0.000740544	0.0006985	0.000465556	0	0	0.00108795	8.41037E-05	0.001064378	0	0.000738716	0.000713649
prot_000000000291	0.000418355	0.000644818	0.000797364	0.000891603	0.000548347	0.000784249	0	0	8.76106E-05	0.001489848	0	0.000711402	0.000849236	0.000266904	0	0	0.000596152	0.000507055	0.000694026	0	0.000844729	0.000391979
prot_000000000292	0.000899401	0.000528058	0.001668049	0.000523947	0.00037906	0.000530186	0	0	0.000145009	0	0.00102688	0.000544512	0.000329529	0.000620757	0.001434889	0	0	0.000668316	0.000713772	0	0.000933194	0
prot_000000000293	0.001449431	0.000387316	0.000941777	0.000521517	0.000449871	0.000213888	0	0.001149194	0.000156785	0	0	0.00035881	0	0.000348012	0	0	0.000704123	0	0	0	0.000310454	0
prot_000000000294	0.000740053	0.000709309	0.000314845	0.00075497	0.000708078	0.000595073	3.34286E-05	4.19113E-05	0.000513664	0.000474896	0.001137274	0.000720163	0.000772876	0.000861244	0.00062238	0	0.000847422	0.000938755	0.00089948	0	0.000818676	0.000715409
prot_000000000295	0.000153178	0.000660315	0.001167798	0.000744278	0.000667496	0.000189016	7.74942E-05	0	0.000109357	0.000605497	0	0.000547842	0.000704099	0.000393003	0.000721401	0.00092213	0.000577343	0.000521276	0.000762741	0	0.000500569	0.000531558
prot_000000000296	0.00030964	0.000518376	0.000885238	0.000565781	0.000465458	0.000522031	0	0	0.00012281	0.000667624	0.000695742	0.000624701	0.000544943	0.000247817	0	0.000932015	0.000375049	0.000460479	0.000365749	0	0.000652694	0.000617682
prot_000000000297	0	0.000765651	0.000897164	0.000849028	0.000605614	0.000772774	0	0	0	0.000338309	0.001057673	0.000609391	0.000757091	0.000969283	0.001477917	0.001416858	0.001257691	0.000816694	0.000610999	0	0.000809977	0.000142559
prot_000000000298	0.000733747	0.000851317	0.000617706	0.000651073	0.000777341	0.000704223	0	0	0.000102834	0.000931717	0.001456437	0.000670526	0.0008831	0.00088932	0	0	0.000803586	0.001405755	0.001509169	0	0.000796173	0.000805673
prot_000000000299	0	0	0	0	0	0	0	0.000531614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000000300	0.000360679	0.000240951	0.000687437	0.000207246	0.000177294	0.000337961	0	0	0.000286108	0.000259224	0	0.000395058	0.000238594	0.000329904	0	0	0.000256983	0.000178794	0.000236688	0	0.000198285	0.000151713
prot_000000000301	0	0.000669736	0	0	0.000333391	8.33249E-05	0	0	0.00018477	0.00078682	0	0	0.000764825	0.000532636	0	0	0.000165961	0	0	0	7.31736E-05	0.000862198
prot_000000000302	0.001378015	0.000478702	0.000656608	0.000263935	0.000376639	0.000410661	0	0	0.000273276	0	0.00077408	0.00056601	0.000476091	0.000542775	0	0	0.000245458	0.000508911	0.000633004	0	0.000378785	0.000507181
prot_000000000303	0.001683932	0	0.000538907	0.001137204	0.00040082	0.000499162	0	0	0	0.000716672	0	0.000600742	0.000715447	0	0	0.001513024	0	0.001463925	0.000887662	0	0.001073789	0
prot_000000000304	0.00262502	0.000681201	0.001330628	0.000967022	0.000823164	0.000788748	0	0	0.000411394	0.000286722	0	0.000698536	0.000619453	0.000319287	0	0.002401613	0.000560669	0.001087679	0.001609514	0	0.001117271	0.000583126
prot_000000000305	0.000304087	0.000308726	0	0.000458317	0.000434931	0.000459069	0	0	0.000161349	0.001092753	0	0.000454709	0.000254123	0.000523259	0	0	0.000271732	0.000378111	0.000800871	0	0.000517574	0.000320841
prot_000000000306	0	8.02587E-05	0.000741514	0.000306581	0.000243495	7.27297E-05	0	0	0	0	0.000874176	7.10224E-05	0.000138274	0	0	0	0.000554396	0	0.000102123	0	0.000244438	0.000409118
prot_000000000307	0	0	0	0	0.000933232	0	0	0.000159473	0	0	0	0	3.02396E-05	0	0.001389324	0	0	0	0	0	0	0
prot_000000000308	0.000843438	0.000583725	0.00144564	0.000686529	0.000510571	0.000756226	0	0	8.66401E-05	0	0	0.000399699	0.000462522	0.000985153	0	0	0.000778204	0.000157917	0	0	0.000431278	0
prot_000000000309	0.001133426	0.000719728	0.000706736	0.000740143	0.000695062	0.000730412	0.000180715	0.000431194	0.000725053	0.000799503	0.000660986	0.000668602	0.00069347	0.000635936	0.00058211	0	0.000968722	0.001010972	0.000807213	0	0.000621261	0.000740866
prot_000000000310	0.001265624	0.000999224	0.00070892	0.000624204	0.000804008	0.001035171	0	0	0.000275379	0.001247515	0.000557167	0.000737701	0.00068044	0.000850535	0	0.002985521	0.000618365	0.000860445	0.000649589	0	0.000497766	0.00041721
prot_000000000311	5.60186E-05	0.000850552	0.000266922	0.000889008	0.000644047	0.000683924	0.000141702	0	8.88731E-05	0.001107182	0.000314676	0.000849042	0.000740214	0.000478122	0	0	0.000498913	0.0009025	0.000588175	0	0.00078729	0.000530171
prot_000000000312	0.000287452	0.000701838	0.000104095	0.000520127	0.00013413	9.95122E-05	0	0.000227909	0.000136812	0	0.000645888	0.000101015	0.000634334	0.000713842	0	0	0.000102404	0.000701071	0.000679082	0	0.000609311	0
prot_000000000313	0	0.000151534	0	0.000413768	0.000341607	0.000433711	0	0	0	0.000679275	0	0.000281234	0.000284189	0	0	0	0.000336701	0	0.000716975	0	0.000445363	0.000397551
prot_000000000314	0.000262175	0.000610759	0.000174474	0.00071786	0.000506624	0.000553246	0.000138936	0	0.00014523	0.000869768	0	0.000488077	0.000424993	0.00054425	0	0	0.000326115	0.000691568	0.000376291	0	0.00052856	0.00066306
prot_000000000315	0.001977012	0.000289305	0.001121455	0.000730278	0.000197119	0.00051467	0	0.000223927	0.000330828	0.000338309	0	0.00059822	0.000432684	0.000215277	0	0	0.000251538	0.001516717	0.000356467	0	0.000585579	0.000395996
prot_000000000316	0.000420629	0.0003372	0	0.000283318	0.000448392	0.000159908	0	0	0.000111221	0	0	0.000287951	0.000229558	0.000320616	0	0	0.000233514	0.00034752	9.20094E-05	0	0.000433305	0.000434952
prot_000000000317	0	0	0	0	0	0.000456807	0	0	0	0	0	8.5871E-05	0	0	0	0	0	0	0	0	0	0
prot_000000000318	0.001082579	0.000670926	0.000515836	0.000605756	0.000553533	0.000602607	0.000136922	0	0.000300563	0.001361605	0.000912184	0.000476118	0.00074267	0.000526048	0.000424873	0	0.00028925	0.000603731	0.000559099	0	0.000380685	0.000398445
prot_000000000319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000000320	0.000175948	0.000406214	0.000901474	0.000163926	0.000687093	0.000622026	0	0	0.000175088	0.000339934	0.000708503	0.000584928	0.000817473	0.000540777	0	0.000920636	0.000603783	0.000234462	0.00068946	0	0.00036304	0.00055341
prot_000000000321	0.001140501	0.000683242	0.000339647	0.00082872	0.00057894	0.000553169	0	0	0.000113087	0.000512306	0	0.000821528	0.000851121	0.000651993	0.001678522	0	0.000698331	0.000176676	0.001029088	0	0.000725244	0.000520957
prot_000000000322	0.001453568	0.000834587	0.000420272	0.000605272	0.000749341	0.000835228	0	0	0.000460376	0.000770208	0.000660615	0.000811068	0.000863443	0.000357664	0.000461548	0.001769918	0.001036919	0.001302215	0.000870137	0	0.001201383	0.000607829
prot_000000000323	0.000182959	0	0	0.000761178	0.001087376	0	0	0	0.000881193	0	0	0.000802057	0	6.97285E-05	0	0	0	0.000894863	0.000523474	0	0.000975174	0.000545122
prot_000000000324	0.000219144	0.000234238	0.000469888	0.000224257	0.000232434	0.000304408	0	0	0.000173835	0	0.00123101	0.000200027	0.000312996	0.000125279	0	0	0.000487936	0.000407373	0.000215713	0	0	0.00014979
prot_000000000325	0.000405513	0.000121649	0.000333717	0.000218941	7.04743E-05	0.000215519	0	0.00088847	0.000111113	0	0	0.000184749	0	4.00381E-05	0	0	0.000124753	8.67957E-05	0	0	8.25066E-05	0
prot_000000000326	0.000866063	0.000477321	0.000128959	0.000569322	0.000437595	0.000432032	0	0	0.000214688	0.001069833	0.000912184	0.000460143	0.00047192	0.000491391	0	0	0.000385667	0.000469568	0.000781459	0	0.000360067	0.000170762
prot_000000000327	0	0	0.000154704	0.000455025	0.000138028	0	0	0	0.000219689	0	0	0	0	3.71217E-05	0	0	0.00063616	0.000379834	0	0	0	0.000375223
prot_000000000328	0.00132638	0	0	0.000665853	0	0	0	0	0.000487624	0	0	0	0	0	0	0.002727051	0	0	0	0	0.001049517	0
prot_000000000329	0.000109882	0	0	1.50328E-05	0	0	0	9.33436E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000000330	0	0	0.001128073	0	0	0	0.004192057	0	0.000561519	0	0	0	0	0	0	0	0	0	0.00015536	0	0	0
prot_000000000331	0.000678985	0.000801499	0.000342237	0.000584141	0.00064617	0.000537495	0	0	0.000132941	0.000688284	0.000537955	0.000534525	0.000738757	0.001154616	0	0.001441286	4.26458E-05	0.000652752	0.000471335	0	0.000534754	0.000578807
prot_000000000332	0	0.000533219	0.000521702	0.001653468	0.000840187	3.68342E-07	0	0	0	0	0	0.000508016	0.000671444	0.000813693	0.00085941	0.002471713	0.000390053	0.000346683	0.000395173	0	0.001415803	0.000609646
prot_000000000333	9.64059E-05	0.000524375	0.000675263	0.000853869	0.000504449	0.000860598	0	0	0.000160977	0.000866098	0.000541546	0.000714232	0.000630925	0.000674577	0.00080212	0	0.000343444	0.000475508	0.000379585	0	0.001001691	0.000405513
prot_000000000334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_000000000335	0.000342536	0.000584495	0.000820173	0.000609913	0.00042094	0.000413231	0	0	3.34524E-05	0	0.001933815	0.000393305	0.000569198	0.000492006	0	0.002590536	0.000153301	0.000213317	0.000338867	0	0.000267663	0.000633523
prot_000000000336	0	0.000845397	0.000383735	0.000778025	0.000733363	0.000742961	3.13408E-05	0	1.47423E-05	0.0007943	0.000278392	0.000792251	0.000672224	0.000906473	0.000389006	0.001118802	0.000801116	0.000429927	0.000859318	0	0.000933741	0.000651378
prot_000000000337	0.000452844	0.000460657	0.000392317	0.000420268	0.000381929	0.000442792	0	0	0.000130624	0.000665721	0.000462506	0.000356661	0.000500219	0.000470687	0.000969409	0.001239145	0.000513306	0.000390801	0.000378214	0	0.000323315	0.000431827
prot_000000000338	0.000100428	0.000630655	0.000478529	0.000645757	0.000597586	0.000498907	0	0	7.96644E-05	0.000360894	0.001128283	0.000122223	0.000647134	5.74121E-05	0.000788291	0	0.000357774	0.000481658	0.00025373	0	0.000157745	0.000211216
prot_000000000339	0.000578822	0.000597421	0.000517128	0.000757929	0.000555946	0.000566075	9.151E-05	0	0.000287255	0	0.002593027	0.000486831	0.000477752	0.000537706	0.001135834	0	0.000644388	0.00060614	0.000594922	0	0.00034236	0.000673347
prot_000000000340	0.001154097	0.00117566	9.16522E-05	0.000967293	0.000656335	0.000864509	4.86558E-05	0	0.00070187	0.00117507	0.000216099	0.000824182	0.000880975	0.000944563	0	0.004052802	0.000616718	0.000664115	0.001085535	0	0.000859404	0.000929634
prot_000000000341	0.000554026	0.000653871	0.000439978	0.000680267	0.000381703	0.00053996	0	0	0.00029262	0.00033182	0.000518693	0.000756996	0.000623319	0.000739015	0	0	0.000575664	0.000114433	0.000605944	0	0.00050763	0.0004855
prot_000000000342	0	0.000113164	0.002138195	0	0.000179731	0.001564705	8.63204E-05	0	0.003261856	0	0	7.39241E-05	0	7.80327E-05	0	0	0	0	0	0	0	0
prot_000000000343	0.000427988	0.000235442	0	0.001051658	0.000601482	0.00070794	0.001799323	0	0	0	0	0.00010912	0.00057084	0.000535811	0	0	0.000212947	0.000583735	0.000407949	0	0.000610284	0.00103464
prot_000000000344	0	0	0	0.00015198	0	0.000122851	0	0	0	0	0	0.000322784	0.000222131	0	0	0	0	0	0	0	0	0
prot_000000000345	0.000847097	0.000456465	0.000513526	0.000546131	0.000400285	0.000329776	0	0	0.000512944	0.000774576	0	0.000229533	0.000337347	0.000369665	0	0.00324397	0.00019197	0.000267123	0	0	0.000253923	0.000113332
prot_000000000346	0.000787008	0.000920473	0	0.0007012	0.000838255	0.000675738	0.000870966	0	0.000484606	0.000530279	0.000458669	0.000816227	0.000730046	0.00060513	0.000772181	0.003923479	0.000525694	0.000688825	0.001142659	0	0.000650151	0.000553457
prot_000000000347	0.000499709	0.000428804	0.000595264	0.000681255	0.000373736	0.000523183	0	0	0.000148647	0.000897865	0	0.000342277	0.000525898	0.000357087	0.00098059	0	0.000333789	0.000154821	0.000901788	0	0.000343397	0.000131371
prot_000000000348	0.0004513	0.001345851	0.002795507	0.000644586	0.004511502	0.003327789	0.005753598	0.009761256	0.015518957	0.00105415	0.002230898	0.003277588	0.002367971	0.002548996	0	0.010867298	0.001840872	0.002841191	0.001143159	0.014386078	0.000793933	0.009814244
prot_000000000349	0	0.000665379	0.002907882	0.000221156	0.001234725	0.000826081	0.002545371	0.003700985	0.00987781	0.000837042	0	0.001386919	0.000549805	0.000532636	0	0	0.000829806	0.001154662	0.001351232	0	0.000501239	0.002601292
prot_000000000350	0.000148939	0.000739204	0.000557337	0.000671881	0.000422513	0.000321767	0	0	0.000278352	0.00014011	0	0.00045078	0.000252995	0.000617406	0	0	0	0.00047449	0.000455938	0	0.000367754	0.000607622
prot_000000000351	0.000967936	0.000678959	0.000230605	0.00068767	0.000799582	0.000677248	0	0	0.000460687	0	0.001087447	0.000643627	0.000783933	0.000935147	0.00075976	0	0.000172413	0.000599774	0.001012486	0	0.000592561	0.000763394
prot_000000000352	0.000337421	0.000201294	0	0.000161568	0.000387884	8.04696E-05	0	0.001070108	6.69144E-05	0	0	0.000282319	0	9.64469E-05	0	0	0.000300514	0.00020908	0	0	0	0
prot_000000000353	0.000207693	0.000415044	0.000494817	0.000435686	0.000522676	0.000350183	0	0	5.49173E-05	0.000248785	0.00077779	0.000484468	0.000260212	3.95775E-05	0.002173657	0	0.000678245	0.000343188	0.000630132	0	0.000594553	0.000182004
prot_000000000354	0.000646363	0.000442658	0.000879955	0.000674835	0.000555283	0.000549284	0	0	0.000389671	0.000963937	0	0.000419866	0.000606105	0.000211147	0	0	0.001064157	0.001026461	0.000424161	0	0.000398852	0.0002913
prot_000000000355	0.000554135	0.000664972	0.000609319	0.000597097	0.000594556	0.000650597	0	0	0.000456472	0.000229767	0	0.000595345	0.000806192	0.00060335	0.001003745	0.000641517	0.00034167	0.000528255	0.000615388	0	0.000468506	0.000403194
prot_000000000356	0.001494785	0	0.001269603	0	0	0	0	0	0.00088613	0	0	0	0	0	0	0	0	0	0	0	0.000865814	0
prot_000000000357	0	0	0	0	0	0.00058953	0	0.000950399	0	0	0	0.002603591	0	0	0	0	0	0	4.74343E-05	0	0	0
prot_000000000358	0	0.0006577	0.000171859	0.00057111	0.000430852	0.000465807	1.00359E-05	0	0	0.001425731	0	0.000485372	0.000555599	0.00076909	0	0	0.000433658	0.000536382	0.000524026	0	0.000529138	0.000227569
prot_000000000359	0.00087163	0.000235302	0	0.00059486	0.000432062	0.00046889	0	0.000176973	0.000486914	0.000200528	0	0.000586591	0.000713276	0.000253928	0	0	9.93971E-05	0.000276619	0.000146476	0	0.00056841	0.000117361
prot_000000000360	0.00098309	0.000683021	0.000702646	0.000497096	0.000593095	0.000518914	0	0	0.000272942	0.001324795	0.001380591	0.000493007	0.000665107	0.001152111	0	0.000739775	0.000569115	0.000426415	0.000870926	0	0.000424646	0.000775346
prot_000000000361	0.000699481	0.000635798	0.000320475	0.00060612	0.000427441	0.000477576	0	0	0.000138715	0.000870583	0.000755622	0.00055898	0.000570346	0.000784368	0.000422341	0.000809784	0.00047921	0.000466769	0.00061791	0	0.00050635	0.000466797
prot_000000000362	0.000287681	0.00018911	0	0.000656482	0.000576565	0.000550797	0	0	0.000114101	0.000516899	0	0.000262585	0.000519013	0.000651259	0	0	0.000471435	0	0.000724932	0	0.000564836	0.000736634
prot_000000000363	0	0.000584296	0	0	0.000648537	0	0	0.112809818	0.000121011	0	0	0	0	0.000923842	0	0	0	0.002016593	0	0	0	0
prot_000000000364	0.000228025	0.000404695	0.000362171	0.000393381	0.000302966	0.000232286	0	0	0.000211027	0.00013657	0	0.000320872	0.00030774	0.000217259	0	0.001143926	0.000473863	0.000282588	0.000299273	0	0.000357867	0.000356082
prot_000000000365	0.000691261	0.000735024	0.000686203	0.000901576	0.000608319	0.000777744	0.000145715	0	0.000194204	0.001138538	0.000485382	0.000587141	0.000761178	0.000510434	0	0.001733913	0.000846521	0.000458675	0.000756041	0	0.000803027	0.000499754
prot_000000000366	0.000239099	0.000163563	0	0.000946656	0.000661544	0.000649769	0.001814443	0	9.48323E-05	0	0.000993898	0.000145494	0.000501822	0.000235101	0	0	0.000851787	0.000577809	0.001010458	0	0.000671313	0.001049726
prot_000000000367	0.000478199	0.000415297	0.001139279	0.00067679	0.000283198	0.000500547	0	0	0.000283549	0.000859216	0	0.000145494	0.00053705	0.000683432	0	0	0.000425894	0.001164507	0.000156903	0	0.000938899	0.000628578
prot_000000000368	0.00072208	0.000498672	0	0.000989154	0.001202917	0.001101079	0	0	0.000483522	0.00188715	0	0.000420846	0.001154687	0.000294852	0	0	0.00141983	0.001057566	0.000689234	0	0.000279865	0.000453621
prot_000000000369	0.000439756	0.000270276	0	0.000360976	0.000247954	0.000202984	0	0	0.000139534	0.000316057	0	0.000385873	0.000300028	0.000240838	0	0	7.83312E-05	0.00032699	0.000404012	0	0.000378869	0.000323706
prot_000000000370	0.000620016	0.000694263	0.000568135	0.000513837	0.000588395	0.000796191	0.000120643	0	0.00041616	0.000428473	0.000803734	0.000644577	0.000655807	0.000899747	0	0	0.000552199	0.000768377	0.000500765	0	0.000861505	0.000827531
prot_000000000371	0.000377657	0.000696025	0.000719796	0.00062796	0.000518208	0.000611572	0	0	8.98725E-05	0.001085703	0.000424286	0.000470761	0.000563809	0.000431792	0	0	0.00111937	0.000936049	0.000293925	0	0.000444897	0.000436849
prot_000000000372	0.000826178	0.000604912	0.003133566	0.000675234	0.00053177	0.000525786	0	0	0.000262145	0	0	0.000555524	0.000392009	0.000661224	0	0	0.000294325	0.000409548	0.000433729	0	0.000573584	0.001159835
prot_000000000373	0.001004364	0.000715282	0.000588644	0.000457091	0.000512063	0.00068891	0	0	0.000407909	0.000651482	0	0.000382541	0.000495997	0.000643378	0	0	0.000500066	0.000412602	0.00060518	0	0.000756046	0.000555039
prot_000000000374	0.000391902	0.000180649	0.000466842	0.000281483	0.000274055	0.000226119	0.000247834	0	0.000388594	0	0	0.000297946	0.00019149	0.000392069	0	0	8.72591E-05	0.00012142	0	0	0.000346259	0.000354934
